self.nb_activeCS_Cparking,self.nb_activeCS_Cparking_fast,self.nb_solar,self.nb_electrical,self.nb_wind,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency,self.payback_period,self.payback_period_norm,self.metric
30,10,900,200.0,0.0,0.6886656232062579,140810709.20530874,54523150.00000022,33977537.9723319,0.8683475776819444,0.6244141890294197,70.90327291036839,0.8396620039279357,2.0278589783577297
35,2,200,200.0,0.0,0.5636618707860858,97580685.9311525,61089049.99999925,8695324.5312295,0.9999999999999996,0.1427318829759032,22.56427777186419,0.3760712961977365,1.0539186733645447
35,2,300,200.0,0.0,0.5325095766732195,112141765.75910094,65417733.333331965,13042722.966865044,0.9999797722727678,0.1997583450284962,29.42214937744158,0.490369156290693,1.1826854089867096
35,2,400,200.0,0.0,0.5487864413314967,113666053.37627916,59765749.99999954,17389125.041296043,0.9999123654811566,0.2936946401288531,38.8254098826001,0.6470901647100017,1.4308323181445808
35,2,500,200.0,0.0,0.5473606278831401,125306597.21121788,61855383.3333323,21738311.3280736,0.9999999999999918,0.3527042261519004,43.89246550529852,0.7315410917549753,1.5610651005596357
35,2,600,200.0,0.0,0.5556633605988114,135214820.489076,62623366.666665755,26084449.465957236,0.9999415729021646,0.4182580890797739,48.808899937984926,0.8134816656330821,1.7037514974957126
35,2,700,200.0,0.0,0.5359110595785007,142006987.06906998,61197766.66666595,30307973.22388463,0.9958709292573646,0.4976166721718583,54.218767165554254,0.9036461194259042,1.8376505167418915
35,2,800,200.0,0.0,0.5432450020333937,152117806.28065872,62621166.66666561,34335234.722952515,0.9871751939687976,0.5505995951946443,57.83264022130534,0.9587970354861188,1.942521713675228
35,2,900,200.0,0.0,0.5871783578758962,161001443.12192497,63133949.99999903,38343991.09578446,0.979938917698967,0.6079498421890379,61.403558807346215,0.9756573336028274,2.0491955652299536
35,4,200,200.0,0.0,0.5592015005878197,101906990.46035592,64405549.99999876,8692862.61283223,0.9997168687162358,0.1353304172765005,21.606129558665774,0.3601021593110962,1.0275679937201163
35,4,300,200.0,0.0,0.5420936634856494,107277437.3147508,61693316.66666581,13042605.70103568,0.999970781553756,0.2125165460344276,30.81038254512796,0.5135063757521326,1.225613276065324
35,4,400,200.0,0.0,0.5462803889898801,117476624.79024751,62685883.33333238,17387601.02013312,0.9998247309623156,0.2786250238075718,37.48307875696227,0.6247179792827046,1.393898387318642
35,4,500,200.0,0.0,0.5490705046072899,125324457.2895626,61873349.99999913,21735576.145876173,0.999874176878032,0.3527635534527897,43.89805336165968,0.7316342226943282,1.56291557006385
35,4,600,200.0,0.0,0.5502430673403998,135433904.84295335,62790383.33333242,26084918.27377111,0.999959544545515,0.4189123555027527,48.80123226969312,0.813353871161552,1.698726822904154
35,4,700,200.0,0.0,0.5337859744464032,144852354.10433298,63696416.66666572,30104034.783310585,0.9891698422917172,0.4770108816804886,53.29586003368871,0.8859946869492046,1.8013893667399987
35,4,800,200.0,0.0,0.5389792892815921,152687673.87192795,62990033.33333219,34378244.837448776,0.9884117813538282,0.5470747525020825,57.58124928209338,0.9596874880348896,1.936326579318148
35,4,900,200.0,0.0,0.5398487098787388,158647303.83604488,61879949.999999285,37994349.66782892,0.9710033000780058,0.6180391987395151,62.44512479840968,0.9477516820258912,1.9820317508962415
35,6,200,200.0,0.0,0.573130485860957,99229413.77845658,62353866.66666593,8693800.51006656,0.9998247309623152,0.1395658101235465,22.16360430413365,0.369393405068894,1.0541765390286884
35,6,300,200.0,0.0,0.5557381593534053,110316253.7644351,64052083.33333236,13022238.294016313,0.9984092215110598,0.2057167776298394,30.087158843121507,0.5014526473853584,1.2217642288426354
35,6,400,200.0,0.0,0.5480199393538563,122295638.7253935,66371249.99999876,17390492.70801985,0.9999910092809878,0.262486285502117,35.96022336751336,0.5993370561252227,1.3573460238807726
35,6,500,200.0,0.0,0.567511444398269,127767420.54534718,63742616.66666547,21736406.30161995,0.9999123654811508,0.3426693636847747,43.07369275161297,0.7178948791935494,1.5595418145396382
35,6,600,200.0,0.0,0.546790326516233,136772794.33477622,63820716.66666565,26081635.774254277,0.999833710656086,0.4097549771001516,48.2279777081657,0.8037996284694284,1.678393936665783
35,6,700,200.0,0.0,0.6207490805260598,142016090.86747876,61279716.66666603,30260182.64233672,0.9943006081242324,0.494866130889655,54.17345682832918,0.9028909471388196,1.9195329323766035
35,6,800,200.0,0.0,0.554507439742775,156077416.8397199,65564033.3333319,34391958.340520136,0.9888060594230972,0.5258496801654488,56.33279578005927,0.9388799296676544,1.9140671135427887
35,6,900,200.0,0.0,0.5500193663296011,160523765.94237277,63725016.666665554,37734127.62764473,0.9643529306946386,0.5932753701458351,61.75883267372275,0.9645454698814988,1.989185132327768
35,8,200,200.0,0.0,0.5464419648879758,102449906.78544173,64820983.333332345,8693038.499485087,0.999737096443473,0.1345432269501976,21.49990057396948,0.3583316762328247,1.0124082226809588
