int(self),self.nb_electrical,self.nb_activeCS_Cparking,self.nb_solar,self.nb_wind,self.off_grid_C,self.off_grid_J,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency,self.payback_period,self.payback_period_norm,self.off_grid_C,self.off_grid_J,self.metric
121,10,21,150,4,false,false,1.0,21700171.778780274,7696333.333333353,5690642.807278453,0.8725981089937617,0.7393966140515101,89.99007104218246,0.08210764114867541,false,false,1.6736249323898835
122,10,21,150,4,false,false,1.0,14922723.5119422,4759333.333333319,4254954.04845075,0.6524508710658561,0.894023122660897,130.86083102975363,0.02638332534349565,false,false,1.7416018234722133
123,10,21,150,4,false,false,0.9078296703296719,11597802.05023017,3750999.9999999953,3274945.2010233533,0.5021771856451963,0.8730858973669308,168.37673134464688,0.00930566963653127,false,false,1.6156040578597477
124,10,21,150,4,false,false,1.0,20267791.293889347,7421333.333333347,5166860.237785576,0.7922817554389754,0.6962172436829276,96.3499165589277,0.06881135038792321,false,false,1.6257851453342655
125,10,21,150,4,false,false,1.0,15449052.187410025,4819833.333333317,4473263.309294007,0.6859262190430658,0.9280950190450615,126.40257643711018,0.02986157689038144,false,false,1.7723375921264306
126,10,21,150,4,false,false,1.0,22464005.973366916,6977666.666666657,6521493.398422125,0.9999999999999988,0.9346238090701955,86.93017631473295,0.08939172882188165,false,false,1.8370907760780382
127,10,21,150,4,false,false,1.0,16128419.999999987,4810666.666666662,4810666.666666667,0.737663349905499,1.0000000000000009,121.07819612832513,0.03462140225774225,false,false,1.834621402257743
128,10,21,150,4,false,false,1.0,23408228.449435025,8116166.666666668,6256652.732764777,0.9593895677757746,0.7708876603607748,83.42365609675738,0.09853693953316564,false,false,1.7152470678217857
129,10,21,150,4,false,false,1.0,21541720.269012913,6614666.666666649,6302748.789171772,0.9664578960850768,0.952844505518815,90.65199880109117,0.08061173231772265,false,false,1.8428873367327747
130,10,12,30,4,false,false,0.8419597069597078,10881793.328006694,6291999.999999986,1304298.6796844269,1.0000000000000002,0.2072947679091592,58.372731483989206,0.19760903649892586,false,false,1.205404557785961
131,10,12,30,4,false,false,1.0,7915452.326086586,4335833.333333329,1103426.383318665,0.8459921032701171,0.254490036514011,80.24809876077467,0.10762375820497515,false,false,1.3112157874161838
132,10,12,30,4,false,false,0.8019810977826256,9952758.059003042,5747499.999999985,1197945.2053049034,0.9184592639430905,0.20842891784339393,63.82150517819654,0.16985339637023528,false,false,1.1385776284275761
133,10,12,30,4,false,false,0.9166666666666661,9756381.283752687,6042666.666666652,913970.3678636932,0.7007370183682368,0.15125281904187368,65.10610661124933,0.16389931683487963,false,false,1.2015682387350448
134,10,12,30,4,false,false,1.0,10358232.808537774,6189333.333333321,1114216.7603080128,0.854265037343744,0.18002209612904163,61.32320172186479,0.18205940026862039,false,false,1.3260770771718537
135,10,12,30,4,false,false,1.0,12678813.405636901,7683500.000000001,1294401.6946332513,0.9924120255541699,0.16846511285654336,50.099325518711005,0.24866518371538873,false,false,1.3834372740006236
136,10,12,30,4,false,false,1.0,11961637.661340095,7118833.333333336,1304298.6796844266,1.0,0.1832180384919476,53.10309658124495,0.22875904922722265,false,false,1.3753334800207808
137,10,12,30,4,false,false,0.9505494505494513,12909793.661340104,7844833.333333346,1304298.6796844269,1.0000000000000002,0.16626212747469776,49.2029552650544,0.2549344674196462,false,false,1.3384936199488555
